Source,Ada,Aleksandrovac,Aleksinac,Alibunar,Apatin,Aranđelovac,Arilje,Babušnica,BajinaBašta,Barajevo,Batočina,Bač,BačkaPalanka,BačkaTopola,BačkiPetrovac,BelaCrkva,BelaPalanka,Beočin,Bečej,Blace,Bogatić,Bojnik,Boljevac,Bor,Bosilegrad,Brus,Bujanovac,CityofUžice,CrnaTrava,CrveniKrst,Crvenikrst,Despotovac,Dimitrovgrad,Doljevac,GadžinHan,Golubac,GornjiMilanovac,Grocka,Inđija,Irig,Ivanjica,Jagodina,Kanjiža,Kikinda,Kladovo,Knić,Knjaževac,Koceljeva,Kosjerić,Kostolac,Kovačica,Kovin,Kragujevac,Kraljevo,Krupanj,Kruševac,Kula,Kuršumlija,Kučevo,Lajkovac,Lapovo,Lazarevac,Lebane,Leskovac,Ljig,Ljubovija,Loznica,Lučani,Majdanpek,MaliIđoš,MaliZvornik,MaloCrniće,Medijana,Medveđa,Merošina,Mionica,Mladenovac,Negotin,NiškaBanja,NovaCrnja,NovaVaroš,NoviBeograd,NoviBečej,NoviKneževac,NoviPazar,NoviSad,Obrenovac,Odžaci,Opovo,Osečina,Palilula(Belgrade),Palilula(Niš),Pantelej,Pančevo,Paraćin,PetrovacnaMlavi,Pećinci,Pirot,Plandište,Požarevac,Požega,Preševo,Priboj,Prijepolje,Prokuplje,Rakovica,Rača,Raška,Ražanj,Rekovac,Ruma,Savskivenac,Senta,Sevojno,Sečanj,Sjenica,Smederevo,SmederevskaPalanka,Sokobanja,Sombor,Sopot,Srbobran,SremskaMitrovica,SremskiKarlovci,StaraPazova,Starigrad,Subotica,Surdulica,Surčin,Svilajnac,Svrljig,Temerin,Titel,Topola,Trgovište,Trstenik,Tutin,Ub,Valjevo,Varvarin,VelikaPlana,VelikoGradište,Vladimirci,VladičinHan,Vlasotince,Voždovac,Vranje,VranjskaBanja,Vračar,Vrbas,VrnjačkaBanja,Vršac,Zaječar,Zemun,Zrenjanin,Zvezdara,Ćićevac,Ćuprija,Čajetina,Čačak,Čoka,Čukarica,Šabac,Šid,Žabalj,Žabari,Žagubica,Žitište,Žitorađa
StaraPazova,6023,11865,9464,5396,7762,5760,8258,13566,10239,3093,6224,5696,5357,4573,3781,7513,11896,3602,4563,12195,4259,12273,9809,11727,17942,12226,14336,8824,15422,10474,2580,7700,13861,10868,11935,7954,5731,3949,714,2026,9746,6920,6332,6892,14119,7501,13375,4918,8016,5779,4516,5317,7443,7888,7499,9522,4507,13632,8128,3860,6148,4669,13210,11996,4169,9307,7010,7252,10930,4102,8451,5956,10966,14758,11040,4600,4461,14042,11353,6370,12486,2131,5048,6770,13561,2987,2514,5430,3164,6989,2330,10689,10540,3412,7756,7236,1313,12889,7005,5453,7535,15359,13836,14142,12180,2480,6478,12200,8549,8918,1689,2178,6004,8373,5857,14223,4965,5907,11039,7007,4090,3536,2748,1976,,2437,5817,13609,1754,6214,11779,3228,2999,5771,18353,9838,16273,3326,5003,8639,5294,7350,4457,13105,12250,2471,13930,14136,2398,3660,9426,6993,11579,1620,4152,2602,8200,7274,9772,6322,6264,2757,3522,4082,2804,5928,10492,5080,11417
Starigrad,7569,10447,8046,3556,9308,4342,8335,12148,10315,2659,4806,7242,6904,6119,5327,5673,10478,5196,6109,10777,4935,10856,8391,10309,16524,10808,12918,8900,14004,9056,790,6282,12443,9450,10517,6536,5808,2531,2996,3670,9822,5502,7878,7850,12701,7245,11957,4994,8092,4361,3074,3477,6025,7964,8606,8104,6054,12214,6710,3937,4730,4235,11792,10578,4245,9383,7927,7328,9512,5649,9368,4538,9548,13340,9622,4676,3043,12624,9935,6815,12562,1290,6595,8316,13637,4585,2517,6976,2550,7165,218,9271,9122,1572,6338,5818,2439,11471,5165,4035,7611,13941,13913,14218,10762,1577,5060,12277,7131,7500,3068,771,7550,8450,5090,14299,3547,4489,9621,8553,2973,5082,3516,3796,2438,,7363,12191,1790,4796,10361,4774,3817,4353,16935,9527,16349,3402,5079,7221,3876,5932,4908,11687,10832,1008,12512,12718,640,5207,9502,5154,10161,1366,4734,1184,6782,5856,9848,6399,7810,2000,4630,4850,4350,4510,9074,5524,9999
Subotica,3824,16851,14449,10381,4157,10746,13244,18552,15224,8079,11210,5903,6074,2132,4568,12499,16881,5641,4292,17180,9316,17259,14795,16713,22928,17212,19322,13809,20408,15460,7566,12685,18847,15853,16921,12939,10717,8934,5528,6056,14731,11905,2341,5367,19105,12487,18360,9904,13001,10764,7816,10302,12428,12873,12971,14508,3570,18617,13113,8846,11133,9655,18195,16982,9154,14293,12308,12238,15916,2844,13749,10941,15951,19744,16026,9585,9446,19028,16338,6710,17472,7116,4996,2667,18546,4396,7500,5134,7521,12074,7316,15674,15526,8397,12742,12221,7089,17875,9994,10439,12520,20344,18822,19127,17165,7465,11464,17186,13535,13904,6879,7164,3024,13359,8025,19208,9950,10893,16025,3124,9076,3010,7897,5137,5773,7423,,18595,6740,11200,16765,3853,5667,10757,23338,14823,21258,8312,9989,13624,10280,12336,9929,18091,17236,7457,18915,19122,7384,3234,14412,11142,16565,6606,6320,7588,13186,12260,14758,11308,3284,7743,8994,9177,4792,10914,15477,7160,16402
Surdulica,18913,8759,4633,14563,20652,12282,15653,5644,19215,12898,8358,18586,18247,17463,16671,13611,5445,16540,17453,6185,16279,4219,8828,10741,4358,8073,2367,16218,2924,4023,12115,8780,7411,3196,4189,13367,12478,11215,14340,15014,16071,7638,19222,19462,14051,10796,6929,16114,16281,11191,14559,11126,9576,11159,19950,7030,17397,6720,13315,14583,8514,14302,4317,2952,14147,20503,19271,14646,14335,16992,20712,11368,4457,5865,4036,15443,11357,11662,4902,18426,19880,12612,17938,19660,14046,15929,13770,18320,14162,18284,12378,3830,4089,12877,6892,10984,13782,6438,16172,10866,14929,3390,21231,21536,4666,12142,9267,12756,5613,9311,14412,12196,18894,15768,16575,17742,10736,9792,6533,19897,11541,16426,14860,15140,13781,12432,18707,,13120,8904,5328,16118,15429,11137,6383,9057,16758,14522,16199,6836,8855,12763,16162,903,2718,12141,1960,2044,12118,16550,9687,15138,9495,12710,16346,11935,6397,7125,17166,13194,19154,13149,15973,16193,15694,9489,13435,17136,3745
Surčin,6831,11110,8709,4974,8571,5005,7395,12811,9376,2230,5470,6505,6166,5382,4590,7091,11141,4458,5372,11440,4197,11519,9054,10972,17187,11471,13581,7961,14667,9719,1825,6945,13107,10113,11180,7199,4868,3194,2258,2931,8883,6165,7140,7700,13364,6638,12620,4055,7153,5024,4094,4879,6688,7025,7886,8767,5316,12877,7373,2997,5393,3806,12455,11242,3306,8444,7188,6389,10175,4911,8629,5201,10211,14003,10285,3737,3706,13287,10598,7006,11623,886,5857,7579,12698,3847,1651,6239,2742,6225,1575,9934,9785,2990,7002,6481,1700,12135,6583,4699,6672,14604,12973,13279,11425,1617,5723,11337,7794,8163,2330,1423,6813,7510,6109,13360,4210,5152,10285,7816,3227,4344,2778,3058,1700,1682,6626,12855,,5459,11024,4037,3808,5016,17598,8975,15410,2463,4140,7884,4539,6595,3873,12350,11495,1717,13175,13382,1643,4469,8563,6571,10824,1290,4926,1848,7445,6519,8909,5459,7073,1894,3891,4111,3613,5173,9737,5716,10662
Svilajnac,11201,6927,4526,6851,12940,4486,8581,8628,12143,5186,1314,10874,10536,9751,8960,5899,6958,8828,9741,7257,8567,7335,4871,6789,13004,7288,9398,9146,10484,5536,4403,1731,8923,5930,6997,5731,5406,3504,6628,7302,9545,1982,11510,11750,11575,3725,8437,8402,9209,3480,6847,3414,2505,5867,12238,4584,9686,8694,4447,6871,1095,6507,8272,7058,6620,12791,11559,7575,7253,9281,13000,3190,6028,9820,6102,7916,3645,9185,6415,10714,12809,4900,10227,11948,11677,8217,6059,10608,6450,10572,4666,5751,5602,5165,2818,2116,6071,7951,8460,3194,7857,10421,14159,14464,7242,4431,1472,10317,3611,3980,6700,4484,11182,8696,8863,14022,3024,2080,6101,12185,3829,8714,7149,7428,6070,4720,10996,8671,5408,,6841,8406,7717,3341,13415,6007,14389,6810,8487,3701,1144,5051,8450,8167,7312,4429,8992,9198,4406,8839,6245,7426,6641,4998,8634,4223,3262,2336,10095,6122,11442,5438,8262,8482,7982,933,5014,9424,6479
Svrljig,17052,7727,2772,12703,18792,10422,13792,4117,17355,11037,6498,16726,16387,15603,14811,11750,2446,14680,15593,5455,14419,4030,5106,5412,9699,7344,6093,14358,7179,1967,10255,6920,4412,2624,2437,11443,10618,9355,12479,13153,14211,5778,17361,17601,8723,8936,1600,14254,14421,9331,12699,9266,7716,9299,18090,5170,15537,5990,11455,12722,6654,12442,4966,3753,12286,18643,17410,12786,9007,15132,18851,9508,2209,6515,2797,13582,9497,6334,1855,16566,18020,10752,16078,17800,13317,14068,11910,16460,12302,16424,10517,2445,1540,11017,5032,9124,11922,3440,14312,9006,13069,7116,19370,19676,3937,10282,7407,12027,3753,7451,12552,10335,17034,13907,14715,17013,8876,7932,4275,18037,9681,14565,13000,13279,11921,10572,16847,5366,11260,7043,,14258,13568,9277,10109,7197,16029,12662,14339,4976,6995,10903,14301,4862,4007,10280,5686,5893,10258,14690,7827,13277,4166,10850,14486,10075,4537,5264,15306,11334,17294,11289,14113,14333,13834,7629,8394,15275,3174
Temerin,2977,14249,11847,6650,5655,8143,10642,15950,12622,5477,8608,3603,3619,2587,2114,9325,14279,2831,1517,14578,6506,14657,12193,14111,20326,14610,16720,11207,17806,12858,4964,10083,16245,13251,14319,10337,8115,6332,2926,3246,12129,9303,4345,4197,16503,9885,15758,7302,10399,8162,5030,7700,9826,10271,10161,11906,2521,16015,10511,6244,8531,7052,15593,14380,6552,11690,9498,9636,13313,2116,10939,8339,13349,17141,13423,6983,6844,16426,13736,4398,14870,4514,2003,4838,15944,1765,4898,3337,4735,9650,4713,13072,12924,5795,10140,9619,4487,15273,6212,7837,9918,17742,16220,16525,14563,4863,8861,14584,10933,11302,4069,4562,4001,10757,4243,16606,7348,8291,13423,5021,6474,1091,5087,2327,3171,4821,3831,15993,4138,8597,14163,,2881,8155,20736,12221,18656,5710,7387,11022,7678,9734,7119,15489,14633,4855,16313,16520,4782,1674,11810,7360,13963,4004,2537,4986,10583,9658,12156,8706,4043,5141,6184,6367,945,8312,12875,3465,13800
Titel,5170,13473,11072,4787,7592,7368,10342,15174,12322,5177,7832,5526,5187,4403,3611,7754,13504,3733,3710,13803,6678,13881,11417,13335,19550,13834,15944,10907,17030,12082,4023,9308,15469,12475,13543,9562,7815,5557,2626,3598,11829,8527,6161,5270,15727,9584,14983,7002,10099,7387,2149,5816,9050,9971,10085,11130,4337,15240,9735,5944,7755,6752,14818,13604,6252,11390,9596,9335,12538,3932,11037,7564,12574,16366,12648,6683,6068,15650,12961,4234,14570,3752,4195,6600,15644,2868,4598,5260,1854,9172,3990,12296,12148,3802,9364,8843,4187,14497,5400,7061,9618,16967,15920,16225,13788,4593,8086,14284,10157,10526,4108,3786,5834,10457,3431,16306,6374,7515,12647,6837,5999,3365,5167,3123,2871,3797,5647,15217,3838,7822,13387,2886,,7379,19961,11921,18356,5410,7086,10247,6902,8958,6989,14713,13858,4079,15538,15744,4006,3490,11509,6548,13187,2911,2154,4210,9808,8882,11856,8406,6094,4841,6108,6500,1951,7536,12099,2944,13025
Topola,10843,8863,6653,7612,12582,1162,6127,10756,9689,4069,2944,10516,10178,9393,8602,7143,9085,8470,9383,9384,8209,9463,6999,8917,15132,9221,11526,6692,12612,7664,4045,4793,11051,8057,9125,6978,2525,3730,6270,6944,7309,4109,11152,11392,13143,3410,10564,6446,6755,4803,7130,4658,2439,5400,9817,6712,9328,10821,7152,3888,2553,3183,10399,9186,3273,10015,10358,5121,9954,8923,12299,4980,8155,11947,8230,4569,1481,11313,8542,10356,10355,4542,9869,11590,11073,7859,5481,10250,6092,7796,4308,7878,7730,5628,4946,5144,5713,10079,9221,4477,5403,12548,11705,12010,9369,4073,1850,9712,5739,4381,6342,4126,10824,6242,9146,11786,3989,2144,8229,11828,2513,8356,6791,7070,5712,4362,10638,10799,5050,3307,8969,8048,7359,,15542,6312,13785,4854,5711,5828,2752,6374,7141,10295,9440,4071,11119,11326,4048,8481,6174,8670,8769,4640,8276,3865,5390,4464,7641,3886,11084,4681,7988,8124,7624,3497,8279,9066,8606
Trgovište,23618,13465,9338,19268,25357,16987,20358,10349,23920,17603,13063,23291,22953,22168,21377,18316,10150,21245,22158,10890,20984,8924,13533,15446,4728,12779,4636,20923,8687,8729,16820,13486,12116,7901,8894,18072,17184,15921,19045,19719,20777,12343,23927,24167,18757,15502,11634,20819,20986,15897,19264,15831,14282,15865,24655,11735,22103,11425,18020,19288,13219,19008,9022,7657,18852,25208,23976,19352,19041,21698,25417,16074,9162,10570,8741,20148,16062,16368,9607,23131,24586,17317,22644,24365,18751,20634,18476,23025,18867,22989,17083,8535,8795,17582,11598,15690,18488,11144,20877,15571,19634,5872,25936,26241,9372,16848,13973,17462,10318,14016,19117,16901,23599,20473,21280,22447,15441,14497,11238,24602,16246,21131,19566,19845,18487,17137,23413,6378,17825,13609,10033,20823,20134,15842,,13763,21463,19227,20904,11542,13561,17468,20867,5873,7424,16846,5114,5312,16823,21256,14392,19843,14200,17415,21051,16640,11103,11830,21872,17899,23859,17855,20679,20899,20399,14194,18140,21841,8451
Trstenik,14897,2625,4692,11632,16637,7471,7164,8794,10751,9215,5427,14571,14232,13448,12656,10679,7124,12524,13438,4626,11720,7502,5973,7891,13171,2983,9565,7754,10651,5703,9184,5849,9090,6096,7164,10435,5141,8284,10324,10997,7211,4707,15206,15766,12677,3245,8595,8866,7817,8260,11628,8195,4183,2299,12190,2097,13382,6063,10384,6941,5583,7518,8438,7225,6009,12388,12732,6182,12522,12977,14672,8437,6194,9986,6268,7305,7748,10287,6581,15169,11416,9539,13923,15645,8258,11913,8124,14305,10905,10169,9446,5917,5769,9946,3994,8053,9766,8118,13241,7935,6465,10587,12767,13072,6101,9211,6036,6898,3574,3109,10396,9265,14879,7304,13644,11688,7805,6861,5956,15882,8780,12410,10844,11124,9766,9501,14692,8838,8903,5972,7007,12103,11874,6386,13581,,10970,7274,8084,2946,5924,9832,9501,8334,7478,9209,9158,9365,9187,12535,827,12206,7743,9453,13027,9004,2740,4193,8702,4730,15139,9363,10348,12177,11679,6558,10432,13879,6645
Tutin,21126,9054,14169,19366,22866,14398,10148,17607,11803,15444,13176,20800,20461,19677,18885,18910,15936,18753,19667,10430,17949,14794,15754,17672,20876,8601,17270,9928,18355,14515,16218,15630,17902,13534,15177,18666,11370,16515,16554,17226,8249,14288,21435,21995,22458,10435,17420,15095,12384,16491,18487,16425,11933,8860,17004,11493,19611,11228,18614,13170,13626,13748,15730,14930,12238,14648,18801,11419,21421,19206,16890,16668,14745,16993,13038,13534,15078,20069,15393,21398,6148,15768,20152,21874,3097,18142,14354,20534,17134,16398,15967,14219,14581,17382,13776,16284,15995,16930,20975,16166,10990,18292,8122,7804,11905,15607,13786,4154,13355,13717,16625,15816,21108,10325,20501,3760,16035,15092,15352,22111,16110,18639,17073,17354,15995,16075,20921,16543,15132,14203,15820,18332,18103,13594,21286,10770,,13503,14313,12727,14155,18062,15730,16038,15183,16109,16863,17070,16036,18764,10358,20437,17525,15682,19256,16240,12522,13975,8744,10553,21368,15592,16577,18406,17908,14789,19175,20108,12825
Ub,8482,9739,10332,6722,10222,3745,5745,14435,7302,2862,7093,8156,7817,7032,6241,8839,12764,6108,7022,11739,4529,13142,10678,12596,18811,10097,15205,6310,16291,11343,3573,8568,14730,11736,12804,8822,3218,4830,3909,4582,7232,7788,8791,9351,14988,4987,14243,1591,5237,6647,5842,6502,6291,5374,5775,9210,6967,13176,8996,1007,7016,1768,14078,12865,1655,6324,6073,4738,11799,6562,7646,6824,11835,15627,11909,1821,4609,14911,12221,8754,9972,3124,7508,9229,11047,5498,1856,7889,4490,3930,3323,11557,11409,4738,8625,8104,3351,13758,8331,6322,5021,16228,11323,11628,13214,2962,6734,9687,9418,8270,3980,3171,8463,5860,7857,11709,5833,6364,11908,9467,3738,5995,4429,4709,3351,3430,8277,14478,2488,7083,12648,5687,5458,4913,19221,7324,13759,,2066,9508,6163,8219,2310,13974,13119,3464,14798,15005,3391,6120,6912,8319,12448,3038,6611,3595,9069,8143,7258,3809,8724,2948,3157,5762,5264,6797,11360,7463,12286
Valjevo,10147,10642,12098,8386,11886,4650,5826,16201,5236,4342,8731,9820,9482,8697,7905,10503,14530,7851,8687,12643,5196,14908,12444,14362,20577,11000,16971,6110,18057,13109,5238,10334,16496,13502,14570,10588,4121,6494,5574,6325,7766,9554,10456,11016,16754,5891,16009,1693,3591,8413,7507,8268,7194,6278,4106,10114,8632,14080,10762,1917,8341,2673,15844,14631,2559,4304,4648,5600,13565,8227,6588,8590,13600,17393,13675,1504,6071,16677,13987,10419,9909,4788,9173,10894,11951,7163,3374,9554,6154,2085,4988,13323,13175,6402,10391,9870,5015,15524,9995,8088,4993,17993,11260,11565,14117,4627,7638,10590,11184,9173,5723,4836,10128,5737,9521,12114,7599,7554,13674,11131,5219,7660,5687,6374,5015,5095,9941,16244,4152,8849,14414,7352,7123,5818,20987,8228,14663,2117,,10962,7929,9985,2859,15740,14885,5129,16564,16771,5056,7784,7816,9984,14214,4702,8276,5260,10757,9909,7195,4712,10388,4612,3824,7426,6928,8563,13126,9128,14051
Varvarin,13711,3829,2422,9361,15451,7081,9876,6524,13462,7696,3157,13385,13046,12262,11470,8409,4854,11339,12252,4466,11078,5232,3703,5621,10900,4189,7294,10465,8380,3432,6914,3579,6820,3826,4893,8165,7277,6014,9138,9812,9922,2436,14020,14260,10406,5595,6338,10913,10528,5990,9358,5924,4375,5010,14749,1794,12196,5904,8114,9381,3313,9101,6168,4955,8720,15099,14069,8893,10252,11791,15510,6167,3924,7716,3998,10016,6156,8017,4311,13225,14128,7411,12737,14458,10169,10727,8569,13119,8961,12880,7176,3647,3499,7676,1567,5783,8581,5848,10970,5665,9176,8317,15478,15783,5138,6941,4066,8808,1549,2543,9211,6994,13692,10015,11373,13865,5535,4591,4040,14696,6340,11224,9659,9938,8580,7231,13506,6568,7919,3702,4737,10917,10227,5936,11311,2908,12881,9321,10795,,3654,7562,10960,6063,5208,6939,6888,7095,6916,11349,3538,9936,5473,7509,11145,6733,464,1923,11414,7441,13953,7948,10772,10992,10493,4288,8162,11934,4375
VelikaPlana,10335,6789,4388,5986,12075,3761,8443,8490,12005,4320,1148,10009,9670,8886,8094,5033,6820,7963,8876,7119,7702,7197,4733,6651,12866,7150,9260,9008,10346,5398,3538,2624,8785,5791,6859,4789,5312,2638,5763,6437,9407,1843,10644,10884,10955,3587,8299,7537,9071,2614,5982,2549,2366,5729,11373,4446,8820,8556,4719,6005,1071,5721,8134,6920,6060,11926,10693,7436,7525,8415,12135,2791,5890,9682,5964,7143,2518,9047,6277,9849,12670,4035,9361,11083,11539,7351,5193,9743,5585,9707,3800,5612,5464,4300,2680,2388,5205,7813,7595,2289,7719,10283,14021,14326,7104,3565,1467,10179,3473,3842,5835,3619,10317,8558,7998,13884,2159,953,5963,11320,2964,7848,6283,6562,5204,3855,10130,8533,4543,1138,6703,7541,6851,2782,13277,5869,14251,5945,7622,3563,,4186,7585,8029,7174,3563,8854,9060,3541,7973,6106,6560,6503,4133,7769,3358,3124,2198,9956,5984,10577,4572,7396,7616,7117,742,5687,8558,6341
VelikoGradište,12249,10661,8259,6213,13989,6246,12314,12362,14771,6234,5020,11922,11584,10799,10008,3752,10691,9876,10789,10990,9615,11069,8605,8418,16738,11022,13132,12880,14218,9270,5452,6495,12657,9663,10731,1061,8787,4561,7676,8350,13279,5715,12558,12532,7226,7458,10858,9450,12548,2470,7770,4337,6238,9601,13287,8318,10734,12427,2762,7919,4943,7784,12005,10792,8701,13839,12607,11308,5565,10329,14048,2444,9762,13554,9836,9193,4947,7149,10148,11183,16542,5949,11275,12996,15411,9265,7107,11656,7498,11621,5714,9484,9336,6088,6552,3589,7119,11685,6367,2101,11591,14155,17893,18198,10975,5479,5274,14051,7345,7714,7749,5532,12230,12430,8338,17756,3925,4735,9835,13234,4877,9762,8197,8476,7118,5768,12044,12405,6456,5010,10575,9454,8765,6258,17148,9741,18123,7858,9535,7434,4090,,9498,11901,11046,5477,12725,12932,5454,9887,9978,5279,8888,6047,9682,5271,6996,6070,13828,9856,12491,6486,9310,9530,9030,4190,6845,10209,10212
Vladimirci,10049,11856,11837,8316,11457,5938,7862,15940,8020,4469,8598,9225,8208,8513,7264,10433,14269,5402,8590,13856,2747,14647,12182,14101,20316,12214,16710,8427,17796,12848,5137,10073,16235,13241,14309,10327,5335,6335,4445,3876,9349,9293,10272,10832,16493,7105,15748,1262,6335,8152,7323,8007,8408,7492,4133,11328,8448,15294,10501,3200,8521,3961,15583,14370,3773,6023,4320,6856,13303,8043,5893,8329,13339,17131,13413,4014,6727,16416,13726,10235,12090,4672,9075,10710,13165,5618,2388,9139,5971,3216,4804,13062,12914,6332,10130,9609,3120,15263,9925,7827,7138,17732,13440,13746,14553,4467,8926,11804,10923,10387,3274,4701,9944,7977,9338,13826,7338,8281,13413,10948,5856,7476,3238,5191,4413,5066,9758,15983,3869,8587,14152,7073,6939,7026,20726,9442,15877,2324,2785,11012,7668,9724,,15479,14623,5028,16303,16510,4955,7601,9030,9914,13953,4519,8092,5159,10573,9648,9376,5926,10205,4325,1375,5076,6745,8302,12865,8944,13790
VladičinHan,18402,8249,4122,14053,20142,11772,15142,5134,18705,12388,7848,18076,17737,16953,16161,13100,4935,16030,16943,5675,15769,3709,8318,10231,5235,7563,1755,15708,3801,3513,11605,8270,6901,2686,3679,12856,11968,10705,13830,14504,15561,7128,18712,18952,13541,10286,6419,15604,15771,10681,14049,10616,9066,10649,19440,6520,16887,6209,12805,14072,8004,13792,3807,2442,13637,19993,18760,14136,13825,16482,20202,10858,3946,5355,3526,14933,10847,11152,4392,17916,19370,12102,17428,19150,13536,15418,13260,17810,13652,17774,11867,3320,3579,12367,6382,10474,13272,5928,15662,10356,14419,2778,20721,21026,4156,11632,8757,12246,5103,8801,13902,11686,18384,15258,16065,17232,10226,9282,6023,19387,11031,15916,14350,14630,13271,11922,18197,902,12610,8394,4818,15608,14918,10627,5772,8547,16248,14012,15689,6326,8345,12253,15652,,2208,11630,1349,1275,11608,16040,9177,14627,8985,12200,15836,11425,5887,6614,16656,12684,18644,12639,15463,15683,15184,8979,12925,16626,3235
Vlasotince,17585,7432,3305,13236,19325,10955,14325,2924,17888,11570,7031,17259,16920,16136,15344,12283,4118,15213,16126,4858,14952,2864,7500,9414,7022,6746,3416,14891,3171,2696,10788,7453,5871,1869,2862,12039,11151,9888,13013,13687,14744,6311,17894,18134,12724,9469,5602,14787,14954,9864,13232,9799,8249,9832,18623,5703,16070,5392,11988,13255,7187,12975,2886,1432,12820,19176,17943,13319,13008,15665,19385,10041,3129,4435,2708,14115,10030,10335,3575,17099,18553,11285,16611,18333,12719,14601,12443,16993,12835,16957,11050,2503,2762,11550,5565,9657,12455,4587,14845,9539,13602,4439,19903,20209,3339,10815,7940,11429,4286,7984,13085,10869,17567,14440,15248,16415,9409,8465,5206,18570,10214,15098,13533,13812,12454,11105,17380,2690,11793,7576,4001,14791,14101,9810,7433,7730,15431,13195,14872,5509,7528,11436,14835,2185,,10813,3010,3217,10791,15223,8360,13810,8167,11383,15019,10608,5070,5797,15839,11867,17827,11822,14646,14866,14367,8162,12108,15808,2418
Voždovac,7517,10089,7688,4156,9257,3984,8302,11790,10283,2454,4449,7191,6852,6068,5276,6274,10120,5145,6058,10419,4884,10498,8033,9951,16166,10450,12560,8868,13646,8698,812,5924,12086,9092,10159,6178,5776,2173,2944,3618,9790,5144,7826,8066,12343,6887,11599,4962,8060,4003,3674,3858,5667,7932,8555,7746,6002,11856,6352,3904,4372,4030,11434,10220,4213,9351,7875,7296,9154,5597,9316,4180,9190,12982,9264,4644,2685,12266,9577,7031,12530,1217,6543,8264,13605,4533,2485,6924,2767,7132,867,8913,8764,2173,5981,5460,2387,11113,5766,3677,7579,13583,13880,14186,10404,1359,4702,12244,6773,7142,3017,623,7498,8418,5690,14267,3189,4131,9264,8502,2615,5030,3465,3744,2386,922,7312,11834,1725,4438,10003,4722,4033,3995,16577,9169,16317,3370,5047,6863,3518,5574,4876,11329,10474,,12154,12361,630,5155,9407,5754,9803,1315,4951,826,6424,5498,9816,6367,7759,1968,4578,4798,4299,4152,8716,5740,9641
Vranje,19363,9210,5083,15013,21103,12733,16103,6095,19666,13348,8809,19037,18698,17914,17122,14061,5895,16991,17904,6636,16730,4669,9278,11191,6456,8524,1397,16668,5022,4474,12566,9231,7861,3647,4640,13817,12929,11666,14790,15464,16522,8088,19672,19912,14502,11247,7379,16565,16732,11642,15010,11576,10027,11610,20401,7480,17848,7170,13766,15033,8965,14753,4768,3403,14597,20954,19721,15097,14786,17443,21162,11819,4907,6316,4486,15893,11808,12113,5352,18877,20331,13063,18389,20110,14497,16379,14221,18771,14613,18735,12828,4280,4540,13328,7343,11435,14233,6889,16622,11317,15379,2389,21681,21987,5117,12593,9718,13207,6064,9762,14863,12646,19344,16218,17025,18193,11187,10243,6984,20348,11992,16876,15311,15590,14232,12883,19158,2123,13571,9354,5779,16569,15879,11588,5056,9508,17209,14973,16650,7287,9306,13214,16612,1618,3169,12591,,959,12568,17001,10138,15588,9945,13161,16797,12385,6848,7575,17617,13644,19605,13600,16424,16644,16145,9940,13885,17586,4196
VranjskaBanja,19437,9284,5157,15088,21177,12807,16177,6169,19740,13422,8883,19111,18772,17988,17196,14135,5970,17065,17978,6710,16804,4743,9352,11265,6406,8598,1441,16743,4972,4548,12640,9305,7935,3721,4714,13891,13003,11740,14864,15538,16596,8163,19746,19986,14576,11321,7453,16639,16806,11716,15084,11651,10101,11684,20475,7555,17922,7244,13840,15107,9039,14827,4842,3477,14671,21028,19795,15171,14860,17517,21236,11893,4981,6390,4560,15967,11882,12187,5427,18951,20405,13137,18463,20185,14571,16453,14295,18845,14687,18809,12902,4354,4614,13402,7417,11509,14307,6963,16697,11391,15454,2464,21755,22061,5191,12667,9792,13281,6138,9836,14937,12720,19419,16292,17100,18267,11261,10317,7058,20422,12066,16950,15385,15664,14306,12957,19232,2073,13645,9428,5853,16643,15953,11662,5324,9582,17283,15047,16724,7361,9380,13288,16686,1294,3243,12665,820,,12643,17075,10212,15662,10019,13235,16871,12460,6922,7649,17691,13719,19679,13674,16498,16718,16219,10014,13960,17660,4270
Vračar,7535,10265,7864,3691,9275,4160,8320,11966,10301,2644,4624,7209,6870,6085,5294,5809,10296,5163,6075,10595,4901,10673,8209,10127,16342,10626,12736,8886,13822,8874,384,6099,12261,9267,10335,6354,5793,2349,2962,3636,9808,5319,7844,7985,12519,7063,11775,4980,8078,4178,3209,3612,5842,7950,8573,7922,6020,12032,6527,3922,4547,4220,11610,10396,4231,9369,7893,7314,9330,5615,9334,4356,9366,13158,9440,4662,2860,12442,9753,6950,12548,1235,6561,8282,13623,4551,2503,6942,2686,7150,597,9088,8940,1707,6156,5635,2405,11289,5300,3853,7597,13759,13898,14204,10580,1608,4878,12262,6949,7318,3035,802,7516,8435,5225,14285,3365,4307,9439,8520,2791,5048,3483,3762,2404,652,7330,12009,1743,4614,10179,4740,3952,4171,16753,9345,16335,3388,5065,7039,3694,5750,4894,11505,10650,826,12330,12536,,5173,9488,5289,9979,1333,4870,1017,6600,5674,9834,6384,7777,1985,4596,4816,4317,4328,8891,5659,9817
